ts_utc,mid,spread_bps,depth_bid_0p5pct,depth_ask_0p5pct,depth_bid_1pct,depth_ask_1pct,depth_bid_0p5pct_usd,depth_ask_0p5pct_usd,depth_bid_1pct_usd,depth_ask_1pct_usd
2025-09-13T04:49:56Z,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
